content;seq_lengths;tags;subsent_nb
【50位法律学者联名建议废止生育审批】实现公民自主生育，遵循法治思维，走向还权于民，建议全面修改《人口与计划生育法》，废止生育审批，取消社会抚养费http://t.cn/RAU6o3X  我基本不参与各种联署，但这份建议，利国利民，生育权是天赋人权，必须支持。任何意见和建议，请发徐昕微信 lawxuxin<>诅咒强制妇女上环结扎的恶棍下十八层地狱！我恨你，zg!;153,27;1,0;2
【50位法律学者联名建议废止生育审批】实现公民自主生育，遵循法治思维，走向还权于民，建议全面修改《人口与计划生育法》，废止生育审批，取消社会抚养费http://t.cn/RAU6o3X  我基本不参与各种联署，但这份建议，利国利民，生育权是天赋人权，必须支持。任何意见和建议，请发徐昕微信 lawxuxin<>别再害国家，想让国家毁灭赶快叛国，现在的人口已经够国家承受的了！;153,32;1,0;2
【50位法律学者联名建议废止生育审批】实现公民自主生育，遵循法治思维，走向还权于民，建议全面修改《人口与计划生育法》，废止生育审批，取消社会抚养费http://t.cn/RAU6o3X  我基本不参与各种联署，但这份建议，利国利民，生育权是天赋人权，必须支持。任何意见和建议，请发徐昕微信 lawxuxin<>再瞎搞计划生育整个民族都会完蛋！;153,16;1,0;2
【50位法律学者联名建议废止生育审批】实现公民自主生育，遵循法治思维，走向还权于民，建议全面修改《人口与计划生育法》，废止生育审批，取消社会抚养费http://t.cn/RAU6o3X  我基本不参与各种联署，但这份建议，利国利民，生育权是天赋人权，必须支持。任何意见和建议，请发徐昕微信 lawxuxin<>生育权是天赋人权<>屁用没有，即使这个取消了，再来个结婚审批怎么办?;153,8,24;1,0,0;3
【50位法律学者联名建议废止生育审批】实现公民自主生育，遵循法治思维，走向还权于民，建议全面修改《人口与计划生育法》，废止生育审批，取消社会抚养费http://t.cn/RAU6o3X  我基本不参与各种联署，但这份建议，利国利民，生育权是天赋人权，必须支持。任何意见和建议，请发徐昕微信 lawxuxin<>废止生育审批，取消社会抚养费，每日一转<>【富人的投资是机器，穷人的投资是孩子】以疏为导:尽快结束强制性的计划生育政策，把人口政策的重心放到保障公民的劳动权、受教育权以及社会福利上来。;153,19,71;1,0,0;3
【50位法律学者联名建议废止生育审批】实现公民自主生育，遵循法治思维，走向还权于民，建议全面修改《人口与计划生育法》，废止生育审批，取消社会抚养费http://t.cn/RAU6o3X  我基本不参与各种联署，但这份建议，利国利民，生育权是天赋人权，必须支持。任何意见和建议，请发徐昕微信 lawxuxin<>废止生育审批，取消社会抚养费，每日一转<>奸预生育权等于剥夺人权，别说自由了。;153,19,18;1,0,0;3
【50位法律学者联名建议废止生育审批】实现公民自主生育，遵循法治思维，走向还权于民，建议全面修改《人口与计划生育法》，废止生育审批，取消社会抚养费http://t.cn/RAU6o3X  我基本不参与各种联署，但这份建议，利国利民，生育权是天赋人权，必须支持。任何意见和建议，请发徐昕微信 lawxuxin<>废止生育审批，取消社会抚养费，每日一转<>你说废止？还要取消？那得多少计生部门的人要失业啊！社会该不稳定了。;153,19,33;1,0,0;3
【50位法律学者联名建议废止生育审批】实现公民自主生育，遵循法治思维，走向还权于民，建议全面修改《人口与计划生育法》，废止生育审批，取消社会抚养费http://t.cn/RAU6o3X  我基本不参与各种联署，但这份建议，利国利民，生育权是天赋人权，必须支持。任何意见和建议，请发徐昕微信 lawxuxin<>其实，几十年来，从宪法到各种条例对公民生育权的规定都是模糊的，即便是现行的《人口与计划生育法》，其表述也不过是“提倡一对夫妻生育一个子女”，并未强制性地规定只能生育一个子女;153,86;1,2;2
转辛允星文章  http://t.cn/RAMIgmU 请大家看看基层的计划生育，就是为了钱。<>@中国政府网  @人民日报  @新华网  @任志强<>越来越多的后遗症！<>越来越多的学者从实践调查和理论分析上指出，不合理的“计生国策”已经沦为基层政府“敛财”乱收费的工具，并且引发日益严重的政治问题，已经获得更多人士的强烈认同与普遍支持。;47,25,9,83;0,1,0,1;4
转辛允星文章  http://t.cn/RAMIgmU 请大家看看基层的计划生育，就是为了钱。<>@中国政府网  @人民日报  @新华网  @任志强<>越来越多的后遗症！<>真是如此，基础罚款为主要目的;47,25,9,14;0,1,0,0;4
转辛允星文章  http://t.cn/RAMIgmU 请大家看看基层的计划生育，就是为了钱。<>@中国政府网  @人民日报  @新华网  @任志强<>越来越多的后遗症！<>胡建人民做证，狗日的计生委就是为了钱。[围观];47,25,9,23;0,1,0,0;4
转辛允星文章  http://t.cn/RAMIgmU 请大家看看基层的计划生育，就是为了钱。<>@中国政府网  @人民日报  @新华网  @任志强<>越来越多的后遗症！<>据说5月份要放开普遍二胎政策;47,25,9,14;0,1,0,1;4
转辛允星文章  http://t.cn/RAMIgmU 请大家看看基层的计划生育，就是为了钱。<>我单位一纪检书记，我认识他的履历大致如下，民政助理—计划生育助理—规划办主任—纪检书记。干计生时年年都是红旗单位。此人精通史书，出口成章。经常和他辩论一些计生理论，发现此人顽固不化，他还居然说我花岗岩脑袋。;47,103;0,0;2
转辛允星文章  http://t.cn/RAMIgmU 请大家看看基层的计划生育，就是为了钱。<>计划生育祸国殃民，诞生于邪教理论的计生毒策天怒人怨，触犯国际人权法及种族歧视公约，侵犯中国汉民族生存权发展权，简直是种族大规模屠杀，祸害中华民族超越文革动乱和日本入侵。。。。悬崖勒马为时已晚！;47,96;0,0;2
转辛允星文章  http://t.cn/RAMIgmU 请大家看看基层的计划生育，就是为了钱。<>剥夺了普通老百姓这样那样的权利，还自诩为伟光正。最不要脸的就是这样的执政党和政府！;47,41;0,0;2
法媒：中国性别失衡严重使充气娃娃市场更火热。在中国，偏爱生男孩的传统再加上计划生育政策，导致目前男女比例大致为116∶100，高于107∶100的标准值。这样做的结果就是女性相对不足。“不少中国年轻男性找对象都成了难题。”中国严重的性别失衡让充气娃娃市场变得炙手可热。http://t.cn/RAKD8oR<>一线城市似乎并不失衡，这也将导致偏远地区失衡更加严重。;153,27;0,0;2
法媒：中国性别失衡严重使充气娃娃市场更火热。在中国，偏爱生男孩的传统再加上计划生育政策，导致目前男女比例大致为116∶100，高于107∶100的标准值。这样做的结果就是女性相对不足。“不少中国年轻男性找对象都成了难题。”中国严重的性别失衡让充气娃娃市场变得炙手可热。http://t.cn/RAKD8oR<>建议国家实行“计划婚姻”，鼓励一个夫妇生一男一女，如果只生儿子或儿子多于女儿要增税和收费，如果只生女儿或女儿多于儿子要免税加奖励。全国男女编号入库，由户籍所在地“计婚委”按指标配对，刑事犯罪剥夺婚姻权，禁止女同，不反对男同。（该法案应在我生了儿子后实施）[嘻嘻];153,131;0,1;2
法媒：中国性别失衡严重使充气娃娃市场更火热。在中国，偏爱生男孩的传统再加上计划生育政策，导致目前男女比例大致为116∶100，高于107∶100的标准值。这样做的结果就是女性相对不足。“不少中国年轻男性找对象都成了难题。”中国严重的性别失衡让充气娃娃市场变得炙手可热。http://t.cn/RAKD8oR<>男的明明多出几千万，男权社会却偏要宣扬剩女论[拜拜];153,26;0,0;2
很多人知道世界上很多东西都可以交易，唯独生命除外。但是也唯独在我国，医患关系已经异化为消费关系，甚至出现在我们的法律——消费法，渗透在很多人的思维中！如果把看病当成商业交易，是对生命的亵渎，也是对医生的侮辱。<>屁大点事都B超，X镜 医德，，，，，，;104,19;0,0;2
很多人知道世界上很多东西都可以交易，唯独生命除外。但是也唯独在我国，医患关系已经异化为消费关系，甚至出现在我们的法律——消费法，渗透在很多人的思维中！如果把看病当成商业交易，是对生命的亵渎，也是对医生的侮辱。<>古今中外，只有现在的中国如此，也是一切向钱看的又一成果。产业化意味着人变成了物品，拿钱买命也是理所当然。;104,52;0,0;2
很多人知道世界上很多东西都可以交易，唯独生命除外。但是也唯独在我国，医患关系已经异化为消费关系，甚至出现在我们的法律——消费法，渗透在很多人的思维中！如果把看病当成商业交易，是对生命的亵渎，也是对医生的侮辱。<>一声叹息！;104,5;0,0;2
很多人知道世界上很多东西都可以交易，唯独生命除外。但是也唯独在我国，医患关系已经异化为消费关系，甚至出现在我们的法律——消费法，渗透在很多人的思维中！如果把看病当成商业交易，是对生命的亵渎，也是对医生的侮辱。<>no zuo no die 折腾吧<>就冲廖新波大卖中药、包庇纵容肖传国这两件事，医疗界名声坏不是没有原因的;104,17,35;0,0,0;3
很多人知道世界上很多东西都可以交易，唯独生命除外。但是也唯独在我国，医患关系已经异化为消费关系，甚至出现在我们的法律——消费法，渗透在很多人的思维中！如果把看病当成商业交易，是对生命的亵渎，也是对医生的侮辱。<>建言“两会”:建议不用《消费法》来解释所有医疗行为，否则人人遭殃！;104,33;0,1;2
避免滥用输液和抗生素，需要医患双方共同的努力。53种不需要输液的常见病，您应该知道，点击链接了解详情。 http://t.cn/RPRgSed<>要是每个医生能把病人当成自己的家人，也许就不会动不动给病人打抗生素了[思考];71,38;1,1;2
避免滥用输液和抗生素，需要医患双方共同的努力。53种不需要输液的常见病，您应该知道，点击链接了解详情。 http://t.cn/RPRgSed<>谢谢冀老师，可是我看郑玉巧老师的书里面说急性喉炎必须马上打上足量的抗生素，这里怎么判断呢@冀连梅;71,48;1,1;2
